iter	MultiClass	Accuracy
884	0.7229667268	0.6920205459
885	0.7229454108	0.6920504091
886	0.7229304623	0.6920205459
887	0.7229168636	0.6920205459
888	0.722894551	0.6919906827
889	0.7227995683	0.6918712298
890	0.722740173	0.6920802724
891	0.7226577414	0.6919309562
892	0.7226270133	0.691901093
893	0.7225303474	0.6917816401
894	0.7225249441	0.6917816401
895	0.722468377	0.6920504091
896	0.7224179082	0.6919906827
897	0.7224128288	0.6919608194
898	0.7223092854	0.6919906827
899	0.7223048447	0.6919906827
900	0.7222780507	0.6920802724
901	0.7222427229	0.6920504091
902	0.7222372266	0.6920802724
903	0.7222317418	0.6920802724
904	0.7221356026	0.6924087678
905	0.7221126305	0.6924386311
906	0.7220375069	0.6924386311
907	0.7220322333	0.6924087678
908	0.7220251532	0.6924386311
909	0.721881303	0.6927372633
910	0.7218207576	0.692826853
911	0.7217639723	0.692826853
912	0.7216939231	0.6930358956
913	0.7216898609	0.6930358956
914	0.7216235462	0.6930657588
915	0.7216127337	0.6930956221
916	0.7215408053	0.6930956221
917	0.7215331721	0.6930657588
918	0.7213984981	0.6930358956
919	0.7213016291	0.6930060324
920	0.7212970247	0.6930060324
921	0.7212772538	0.6930060324
922	0.7212022174	0.6930657588
923	0.7211593842	0.6932449382
924	0.7211261338	0.6933345279
925	0.7210682286	0.6933643911
926	0.7210488665	0.693483844
927	0.7209837059	0.6934539808
928	0.720924887	0.6934241175
929	0.7208233829	0.6935137072
930	0.7207880425	0.6934539808
931	0.7206713098	0.693483844
932	0.7206648102	0.6935137072
933	0.7206263074	0.6935137072
934	0.7204768225	0.693752613
935	0.7204723115	0.693752613
936	0.720421791	0.6937227498
937	0.7203875976	0.6937824763
938	0.7203837083	0.6938422027
939	0.72037097	0.6938123395
940	0.7203307642	0.6937824763
941	0.7202838371	0.693752613
942	0.7202748922	0.6938123395
943	0.7202400566	0.6937824763
944	0.7202371236	0.6937824763
945	0.7201551615	0.6938720659
946	0.720061754	0.6938123395
947	0.7200457941	0.6938422027
948	0.719959471	0.6938422027
949	0.7198851659	0.6936630234
950	0.7198576015	0.6937824763
951	0.7198018133	0.6939317924
952	0.7197656942	0.6938422027
953	0.7196624186	0.6938720659
954	0.7196187413	0.6939915188
955	0.719583634	0.6940811085
956	0.719554268	0.6940811085
957	0.7195490824	0.6940811085
958	0.7195420984	0.6940512453
959	0.7194520168	0.6940811085
960	0.7193785623	0.6940811085
961	0.7193056884	0.6940512453
962	0.7192468579	0.6940213821
963	0.7192158361	0.6941706982
964	0.7192109365	0.6941706982
965	0.7191997178	0.6942005614
966	0.7191532619	0.6943200143
967	0.7191013019	0.6942901511
968	0.7190383834	0.6943797408
969	0.7190307171	0.694409604
970	0.7189974997	0.6944693305
971	0.7189091161	0.6944991937
972	0.7188753321	0.6944394672
973	0.718752156	0.6945290569
974	0.7187374171	0.6945290569
975	0.7187325158	0.6945290569
976	0.7187177652	0.6946186466
977	0.7187131224	0.6946186466
978	0.7187025719	0.6945589201
979	0.718590159	0.6944991937
980	0.7185405345	0.6945887834
981	0.7185360302	0.6945887834
982	0.7183889132	0.6944991937
983	0.7183485305	0.6944991937
984	0.7183182298	0.6947380995
985	0.7182928587	0.6947679627
986	0.7182872302	0.6947679627
987	0.7182405134	0.6948575524
988	0.7181735723	0.695066595
989	0.7181480484	0.6950068685
990	0.7180512127	0.6949172789
991	0.7180452578	0.6949770053
992	0.7180369056	0.6949770053
993	0.7180054508	0.6950964582
994	0.7179446771	0.6950367318
995	0.7178160592	0.6950367318
996	0.7177582181	0.6952756376
997	0.7177256684	0.6953950905
998	0.7176959839	0.695335364
999	0.7176903255	0.6952457744
