adopt_feature,adopt_importance,euth_feature,euth_importance,transfer_feature,transfer_importance
breed_Domestic Longhair/Rex,0.0,color_Black Smoke/Brown Tabby,0.0,color_Silver Tabby/Black,0.0
breed_Domestic Longhair/Russian Blue,0.0,color_Blue Cream/Blue Tabby,0.0,breed_Domestic Longhair/Rex,0.0
color_Blue/Cream,0.0,color_Blue Cream/Buff,0.0,breed_Domestic Longhair/Domestic Longhair,0.0
color_Blue Cream/Buff,0.0,color_Apricot,0.0,color_Brown Merle,0.0
color_Brown Merle,0.0,color_Blue/Brown,0.0,color_Agouti/Brown Tabby,0.0
color_Black/Chocolate,0.0,color_Blue/Calico,0.0,color_Black Smoke/Brown Tabby,0.0
color_Black/Black Smoke,0.0,color_Blue/Cream,0.0,color_Black Tabby/Black,0.0
color_Black Tiger/White,0.0,color_Agouti/Brown Tabby,0.0,breed_Sphynx,0.0
color_Brown Tabby/Black Brindle,0.0,color_Brown Tabby/Black Brindle,0.0,color_White/Flame Point,0.0
color_Black Tabby/Black,0.0,breed_Domestic Longhair/Domestic Longhair,0.0,color_Black/Black Smoke,0.0
color_Black Smoke/Brown Tabby,0.0,color_Brown Tabby/Gray Tabby,0.0,color_Black/Chocolate,0.0
color_Apricot,0.0,breed_American Wirehair Mix,0.0,color_Blue Cream/Blue Tabby,0.0
color_Brown Tabby/Gray Tabby,0.0,breed_Sphynx,0.0,color_Blue Cream/Buff,0.0
color_Silver Tabby/Black,0.0,color_Lynx Point/Brown Tabby,0.0,color_Blue/Brown,0.0
color_Agouti/Brown Tabby,0.0,color_Lynx Point/Gray Tabby,0.0,color_Blue/Calico,0.0
color_White/Flame Point,0.0,breed_Domestic Shorthair/Snowshoe,0.0,breed_Manx/Siamese,0.0
breed_Sphynx,0.0,color_Silver Tabby/Black,0.0,color_Blue/Cream,0.0
color_Blue/Calico,0.0,breed_Domestic Longhair/Russian Blue,0.0,breed_Domestic Shorthair/Snowshoe,0.0
breed_Manx/Siamese,0.0,breed_Domestic Longhair/Rex,0.0,color_Yellow,0.0
breed_Domestic Shorthair/Snowshoe,0.0,color_White/Flame Point,0.0,breed_Domestic Longhair/Russian Blue,0.0
color_Yellow,0.0,breed_Domestic Longhair/Manx,0.0,breed_Domestic Longhair/Manx,0.0
color_Blue Cream/Blue Tabby,0.0,breed_Manx/Siamese,0.0,color_Black Tiger/White,0.0
